Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
158,Marc Gasol\gasolma01,C,36,LAL,35,35,20.1,1.5,3.8,.403,0.9,2.4,.365,0.7,1.4,.469,.519,0.8,1.0,.806,0.7,3.4,4.1,2.0,0.5,1.3,0.9,2.3,4.8
159,Rudy Gay\gayru01,PF,34,SAS,28,0,22.1,4.2,10.0,.419,1.7,4.4,.382,2.5,5.6,.449,.504,1.5,1.8,.804,0.9,4.3,5.2,1.5,0.8,0.5,1.1,1.8,11.5
160,Paul George\georgpa01,SF,30,LAC,28,28,33.3,8.2,16.6,.495,3.5,7.8,.452,4.7,8.9,.532,.600,3.5,4.0,.884,0.9,5.3,6.1,5.4,1.2,0.5,3.3,2.3,23.5
161,Taj Gibson\gibsota01,PF,35,NYK,14,0,16.5,1.5,2.6,.568,0.2,0.7,.300,1.3,1.9,.667,.608,0.6,1.0,.643,1.4,3.1,4.6,0.5,0.6,0.5,0.6,1.9,3.9
162,Harry Giles\gilesha01,C,22,POR,22,0,11.8,1.2,2.8,.419,0.1,0.4,.375,1.0,2.5,.426,.444,0.6,0.8,.722,1.1,3.8,4.9,0.9,0.2,0.4,0.7,2.0,3.1
163,Shai Gilgeous-Alexander\gilgesh01,SG,22,OKC,31,31,34.0,8.1,15.8,.510,2.0,4.9,.405,6.1,10.9,.558,.573,5.4,6.7,.803,0.6,4.4,5.0,6.2,0.8,0.6,2.9,2.1,23.5
164,Anthony Gill\gillan01,PF,28,WAS,12,1,5.6,0.3,0.8,.300,0.1,0.6,.143,0.2,0.3,.667,.350,0.3,0.3,.750,0.3,1.3,1.6,0.3,0.3,0.2,0.3,0.3,0.8
165,Rudy Gobert\goberru01,C,28,UTA,37,37,30.7,5.4,8.5,.638,0.0,0.0,.000,5.4,8.5,.640,.638,3.3,5.5,.601,3.3,9.8,13.1,1.3,0.5,2.8,1.8,2.2,14.2
166,Brandon Goodwin\goodwbr01,PG,25,ATL,25,0,11.6,1.4,4.2,.330,0.6,2.1,.283,0.8,2.1,.377,.401,0.7,1.0,.708,0.1,1.0,1.1,1.7,0.4,0.0,0.5,0.9,4.1
167,Aaron Gordon\gordoaa01,PF,25,ORL,20,20,28.3,4.7,11.1,.425,1.6,4.3,.365,3.2,6.8,.463,.495,2.6,4.2,.627,1.7,5.3,7.0,4.0,0.7,0.9,2.7,2.1,13.6
168,Eric Gordon\gordoer01,SG,32,HOU,27,13,29.2,5.9,13.6,.433,2.6,7.8,.329,3.3,5.8,.573,.527,3.5,4.2,.825,0.3,1.9,2.1,2.6,0.5,0.5,1.9,1.6,17.8
169,Devonte' Graham\grahade01,PG,25,CHO,27,25,31.7,4.3,12.1,.357,2.8,8.0,.353,1.5,4.2,.363,.473,2.1,2.7,.781,0.5,2.4,2.9,5.6,1.0,0.0,1.3,1.5,13.6
170,Jerami Grant\grantje01,SF,26,DET,35,35,36.1,7.8,17.9,.434,2.4,6.8,.354,5.4,11.1,.482,.501,5.7,6.4,.888,0.8,4.5,5.3,2.9,0.7,1.1,2.0,2.7,23.6
171,Danny Green\greenda02,SF,33,PHI,38,38,28.5,3.0,7.6,.396,2.2,5.9,.378,0.8,1.7,.460,.543,0.3,0.5,.650,0.8,2.8,3.7,1.8,1.2,0.8,1.2,1.8,8.6
172,Draymond Green\greendr01,PF,30,GSW,32,32,29.5,2.2,5.7,.392,0.5,1.9,.258,1.7,3.7,.462,.436,1.0,1.3,.738,0.7,5.3,6.0,8.4,1.4,0.7,2.7,3.2,5.9
173,JaMychal Green\greenja01,PF,30,DEN,26,4,20.4,3.2,7.2,.441,1.6,3.8,.424,1.5,3.3,.460,.554,1.0,1.2,.844,1.6,4.3,6.0,0.9,0.6,0.3,1.0,2.7,9.0
174,Javonte Green\greenja02,SG,27,BOS,22,2,15.0,1.8,3.2,.549,0.3,1.0,.318,1.5,2.2,.653,.599,0.9,1.4,.667,0.9,1.4,2.3,0.5,0.8,0.1,0.5,1.3,4.8
175,Jeff Green\greenje02,C,34,BRK,35,16,26.5,3.4,6.8,.498,1.5,3.5,.418,1.9,3.3,.583,.605,1.2,1.6,.782,0.4,3.1,3.6,1.5,0.7,0.2,0.8,1.9,9.4
176,Josh Green\greenjo02,SG,20,DAL,19,5,11.4,0.9,2.1,.436,0.1,0.6,.167,0.8,1.4,.556,.462,0.3,0.6,.545,0.6,1.5,2.1,0.5,0.2,0.1,0.6,0.9,2.2
177,Blake Griffin\griffbl01,PF,31,DET,20,20,31.3,4.1,11.1,.365,2.0,6.2,.315,2.1,4.9,.429,.453,2.2,3.1,.710,0.4,4.9,5.2,3.9,0.7,0.1,1.6,2.1,12.3
178,Kyle Guy\guyky01,PG,23,SAC,16,0,7.3,0.9,2.8,.318,0.4,1.5,.250,0.5,1.3,.400,.386,0.4,0.5,.875,0.2,0.7,0.9,0.9,0.3,0.0,0.2,0.6,2.6
179,Rui Hachimura\hachiru01,PF,22,WAS,30,30,29.9,4.6,10.0,.463,0.8,2.6,.325,3.8,7.4,.511,.505,2.8,3.6,.776,1.0,4.5,5.5,1.6,0.8,0.1,1.0,2.1,12.9
180,Ashton Hagans\haganas01,PG,21,MIN,2,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
181,Tyrese Haliburton\halibty01,PG,20,SAC,32,2,29.5,4.9,10.2,.483,2.3,5.4,.430,2.6,4.8,.542,.596,0.6,0.8,.833,0.9,2.6,3.5,5.2,1.4,0.6,1.5,1.3,12.8
182,Josh Hall\halljo01,SF,20,OKC,7,0,7.3,0.6,2.6,.222,0.1,1.1,.125,0.4,1.4,.300,.250,0.4,1.0,.429,0.1,1.1,1.3,1.0,0.0,0.0,0.6,1.0,1.7
183,R.J. Hampton\hamptrj01,PG,19,DEN,24,0,9.2,1.0,2.4,.414,0.2,0.8,.278,0.8,1.7,.475,.457,0.3,0.4,.700,0.4,1.5,2.0,0.5,0.2,0.1,0.5,0.9,2.5
184,Tim Hardaway Jr.\hardati02,SG,28,DAL,36,17,29.3,5.7,13.1,.432,2.8,7.5,.376,2.8,5.6,.507,.540,2.0,2.6,.793,0.4,2.9,3.2,1.7,0.6,0.2,0.9,1.5,16.2
185,James Harden\hardeja01,PG-SG,31,TOT,33,33,37.8,8.0,16.7,.478,3.1,8.1,.383,4.9,8.7,.566,.571,6.1,7.0,.870,0.9,7.1,7.9,11.0,1.2,0.8,4.3,2.2,25.2
186,Maurice Harkless\harklma01,SF,27,MIA,11,3,11.3,0.5,1.2,.385,0.5,1.0,.455,0.0,0.2,.000,.577,0.0,0.2,.000,0.2,1.0,1.2,0.6,0.2,0.4,0.3,1.3,1.4
187,Jared Harper\harpeja01,PG,23,NYK,2,0,2.5,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,.000,1.0,1.0,1.000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
188,Montrezl Harrell\harremo01,C,27,LAL,38,1,24.3,5.7,9.1,.629,0.0,0.2,.000,5.7,8.9,.642,.629,2.5,3.3,.752,2.4,4.1,6.4,1.1,0.7,0.8,1.1,2.1,13.9
189,Gary Harris\harriga01,SG,26,DEN,19,19,30.6,3.6,8.2,.442,1.3,3.9,.320,2.4,4.3,.556,.519,1.2,1.6,.733,0.7,1.8,2.5,1.7,0.9,0.2,0.7,1.9,9.7
190,Jalen Harris\harrija01,SG,22,TOR,3,0,3.0,0.3,0.7,.500,0.3,0.3,1.000,0.0,0.3,.000,.750,0.0,0.0,,0.3,0.3,0.7,0.3,0.3,0.0,0.3,0.7,1.0
191,Joe Harris\harrijo01,SF,29,BRK,39,35,30.9,5.4,10.2,.526,3.4,6.7,.498,2.0,3.4,.582,.691,0.6,0.8,.688,0.5,3.0,3.5,1.7,0.6,0.2,0.8,2.2,14.6
192,Tobias Harris\harrito02,PF,28,PHI,33,33,33.8,7.8,15.1,.515,1.6,3.9,.400,6.2,11.1,.556,.567,3.1,3.5,.886,1.2,6.3,7.5,3.4,0.8,0.8,1.9,2.0,20.2
193,Shaquille Harrison\harrish01,SG,27,UTA,17,0,3.3,0.4,1.2,.300,0.0,0.1,.000,0.4,1.1,.333,.300,0.3,0.4,.833,0.2,0.4,0.5,0.5,0.1,0.0,0.3,0.2,1.0
194,Josh Hart\hartjo01,SF,25,NOP,38,3,28.4,3.1,7.1,.441,1.3,4.0,.320,1.8,3.1,.598,.531,1.4,1.9,.761,1.1,6.3,7.4,2.0,0.8,0.2,0.9,2.4,9.0
195,Isaiah Hartenstein\harteis01,C,22,DEN,27,0,9.4,1.5,2.9,.519,0.0,0.0,,1.5,2.9,.519,.519,0.7,1.3,.588,1.4,1.4,2.8,0.5,0.4,0.6,0.7,2.0,3.7
196,Jaxson Hayes\hayesja02,C,20,NOP,27,1,12.7,2.1,2.9,.709,0.0,0.0,,2.1,2.9,.709,.709,0.9,1.3,.676,1.3,2.3,3.6,0.4,0.3,0.5,0.6,1.8,5.0
197,Killian Hayes\hayeski01,PG,19,DET,7,7,21.1,1.9,6.7,.277,0.7,2.9,.250,1.1,3.9,.296,.330,0.1,0.3,.500,0.1,1.0,1.1,3.6,0.3,0.0,2.4,2.1,4.6
198,Gordon Hayward\haywago01,SF,30,CHO,33,33,34.7,7.7,15.9,.482,2.0,4.9,.405,5.7,11.0,.517,.545,3.7,4.3,.865,0.8,4.5,5.4,3.9,1.3,0.4,2.0,1.7,21.0
199,Juan Hernangómez\hernaju01,PF,25,MIN,19,6,15.8,2.2,5.3,.416,0.9,2.9,.321,1.3,2.4,.533,.505,0.7,1.2,.636,0.9,3.5,4.4,0.6,0.3,0.1,0.4,0.8,6.1
200,Willy Hernangómez\hernawi01,C,26,NOP,22,2,16.9,2.9,5.4,.529,0.0,0.3,.167,2.8,5.1,.549,.534,1.1,1.7,.632,2.7,4.0,6.6,1.3,0.3,0.5,0.5,1.2,6.9
201,Tyler Herro\herroty01,SG,21,MIA,27,14,32.2,5.9,13.6,.433,1.9,5.7,.331,4.0,7.9,.507,.503,1.8,2.3,.762,0.4,5.2,5.6,3.6,0.6,0.4,2.3,1.6,15.4
202,Buddy Hield\hieldbu01,SG,28,SAC,38,38,34.9,5.5,14.3,.386,3.9,10.4,.373,1.6,3.9,.419,.521,1.4,1.7,.846,0.4,4.1,4.5,3.3,0.8,0.3,1.7,2.6,16.3
203,George Hill\hillge01,PG,34,OKC,14,14,26.4,4.4,8.6,.508,1.6,4.1,.386,2.8,4.5,.619,.600,1.5,1.8,.840,0.6,1.5,2.1,3.1,0.9,0.1,0.9,0.9,11.8
204,Solomon Hill\hillso01,PF,29,ATL,38,1,19.2,1.4,4.1,.357,1.0,3.0,.325,0.5,1.1,.450,.477,0.5,0.6,.857,0.5,1.7,2.2,0.9,0.7,0.2,0.6,1.7,4.3
205,Nate Hinton\hintona01,SG,21,DAL,6,0,3.2,0.5,2.2,.231,0.2,0.8,.200,0.3,1.3,.250,.269,0.2,0.3,.500,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.2,1.3
206,Aaron Holiday\holidaa01,PG,24,IND,37,6,18.7,2.8,7.2,.381,1.1,3.0,.351,1.7,4.2,.401,.453,0.8,1.1,.725,0.2,1.1,1.3,1.8,0.6,0.1,0.8,1.7,7.4
207,Jrue Holiday\holidjr01,PG,30,MIL,28,25,30.8,6.1,12.5,.484,1.7,4.6,.364,4.4,7.9,.554,.551,1.4,1.8,.784,1.2,3.3,4.4,5.0,1.8,0.5,1.6,1.8,15.3
208,Justin Holiday\holidju01,SG,31,IND,37,28,32.3,3.9,8.8,.442,2.5,6.2,.398,1.4,2.6,.547,.583,1.2,1.4,.827,0.6,3.3,3.9,1.7,1.2,0.4,0.8,2.2,11.4
209,Richaun Holmes\holmeri01,C,27,SAC,34,34,29.8,5.8,8.9,.654,0.0,0.2,.167,5.8,8.7,.664,.656,1.8,2.3,.805,2.6,5.9,8.5,1.7,0.7,1.5,1.4,3.9,13.4
210,Rodney Hood\hoodro01,SF,28,POR,32,5,19.3,2.1,5.5,.373,0.6,2.2,.286,1.4,3.3,.430,.429,0.3,0.4,.750,0.3,1.3,1.6,1.2,0.6,0.1,0.8,1.4,5.0
211,Al Horford\horfoal01,C,34,OKC,26,26,28.2,5.9,12.9,.455,2.0,5.4,.376,3.8,7.5,.513,.534,0.6,0.7,.789,1.0,5.7,6.7,3.3,0.8,0.9,1.1,1.8,14.4
212,Talen Horton-Tucker\hortota01,SG,20,LAL,34,1,17.4,2.8,6.5,.436,0.5,1.9,.277,2.3,4.6,.503,.477,1.0,1.2,.829,0.3,2.1,2.4,1.9,0.8,0.6,1.3,2.1,7.2
213,Danuel House\houseda01,SF,27,HOU,22,12,27.4,3.1,8.4,.375,1.5,5.0,.312,1.6,3.4,.467,.467,1.3,1.7,.757,0.7,3.2,4.0,1.9,0.6,0.5,1.0,2.0,9.1
214,Dwight Howard\howardw01,C,35,PHI,38,4,16.2,2.4,4.1,.591,0.1,0.3,.308,2.3,3.7,.617,.604,1.5,2.8,.538,2.6,5.0,7.5,0.7,0.4,0.9,1.7,3.0,6.4
215,Markus Howard\howarma02,SG,21,DEN,18,0,3.2,0.4,1.9,.206,0.2,1.3,.167,0.2,0.6,.300,.265,0.1,0.1,.500,0.0,0.3,0.3,0.3,0.1,0.0,0.2,0.4,1.1
216,Kevin Huerter\huertke01,SG,22,ATL,38,27,31.9,4.6,10.8,.424,2.2,5.9,.364,2.4,4.9,.497,.524,0.8,1.0,.842,0.7,2.9,3.6,3.7,1.3,0.2,1.2,2.5,12.2
217,Elijah Hughes\hugheel01,SF,22,UTA,6,0,4.5,0.8,2.5,.333,0.5,1.7,.300,0.3,0.8,.400,.433,0.5,0.7,.750,0.0,0.7,0.7,0.5,0.2,0.2,0.7,0.0,2.7
218,De'Andre Hunter\huntede01,SF,23,ATL,18,18,32.2,6.0,11.7,.514,1.7,4.6,.366,4.3,7.1,.609,.586,3.6,4.1,.877,0.9,4.5,5.4,2.2,0.9,0.5,1.4,2.6,17.2
219,Chandler Hutchison\hutchch01,SF,24,CHI,7,0,9.1,0.7,2.6,.278,0.1,0.4,.333,0.6,2.1,.267,.306,0.3,0.3,1.000,0.1,2.7,2.9,0.6,0.1,0.0,0.7,1.3,1.9
220,Serge Ibaka\ibakase01,C,31,LAC,38,38,23.9,4.6,9.1,.510,1.0,2.8,.355,3.6,6.3,.580,.565,1.0,1.2,.822,1.8,5.1,6.8,1.8,0.2,1.2,1.2,1.9,11.2
221,Andre Iguodala\iguodan01,SF,37,MIA,36,2,21.7,1.6,4.3,.379,1.1,3.3,.333,0.5,1.0,.528,.507,0.4,0.7,.560,0.6,3.1,3.7,2.2,1.0,0.4,1.0,1.4,4.7
222,Joe Ingles\inglejo01,SF,33,UTA,33,9,26.4,4.0,7.6,.524,2.5,5.3,.466,1.5,2.3,.658,.686,1.0,1.2,.895,0.4,2.9,3.3,4.3,0.5,0.3,1.6,1.8,11.4
223,Brandon Ingram\ingrabr01,SF,23,NOP,38,38,34.4,8.5,17.8,.476,2.3,6.2,.377,6.1,11.6,.530,.542,4.4,5.1,.880,0.6,4.5,5.1,4.7,0.7,0.8,2.3,2.0,23.7
224,Kyrie Irving\irvinky01,PG,28,BRK,28,28,35.5,10.4,20.3,.514,2.9,7.1,.407,7.5,13.2,.572,.585,3.6,4.0,.894,1.2,3.7,4.9,5.8,1.1,0.6,2.4,2.8,27.4
225,Wesley Iwundu\iwundwe01,SF,26,DAL,20,3,12.3,0.7,2.4,.298,0.2,1.2,.130,0.6,1.2,.458,.330,0.5,0.6,.818,0.3,1.5,1.8,0.4,0.4,0.2,0.3,1.0,2.0
226,Frank Jackson\jacksfr01,PG,22,DET,9,0,6.0,0.7,2.4,.273,0.4,1.4,.308,0.2,1.0,.222,.364,0.0,0.0,,0.0,0.9,0.9,1.1,0.1,0.0,0.4,0.6,1.8
227,Josh Jackson\jacksjo02,SG,23,DET,34,6,24.7,4.7,11.2,.421,1.2,4.4,.284,3.5,6.9,.509,.476,2.5,3.6,.699,1.0,3.4,4.4,1.9,0.9,0.9,2.3,2.9,13.2
228,Justin Jackson\jacksju01,SF,25,OKC,26,2,16.2,2.5,6.0,.410,1.0,3.2,.298,1.5,2.8,.542,.490,0.7,0.8,.818,0.4,1.8,2.3,1.5,0.4,0.1,1.0,0.9,6.6
229,Reggie Jackson\jacksre01,SG,30,LAC,36,16,20.4,3.2,7.1,.447,1.3,3.3,.398,1.9,3.9,.489,.539,0.9,1.2,.767,0.4,2.3,2.7,3.0,0.6,0.1,1.0,1.9,8.6
230,Justin James\jamesju01,SF,24,SAC,15,0,4.8,0.7,1.6,.417,0.1,0.6,.222,0.5,1.0,.533,.458,0.1,0.5,.250,0.2,0.4,0.6,0.4,0.2,0.1,0.1,0.2,1.6
231,LeBron James\jamesle01,PG,36,LAL,37,37,34.6,9.6,18.9,.507,2.4,6.6,.357,7.2,12.3,.588,.569,4.1,5.9,.689,0.6,7.3,7.9,7.8,1.1,0.6,3.7,1.6,25.6
232,DaQuan Jeffries\jeffrda01,SG,23,SAC,14,2,14.4,1.6,3.8,.415,0.6,1.8,.320,1.0,2.0,.500,.491,0.4,0.5,.857,0.5,1.1,1.6,0.3,0.4,0.3,0.5,1.4,4.1
233,Ty Jerome\jeromty01,SG,23,OKC,6,0,25.8,3.3,8.0,.417,1.7,4.7,.357,1.7,3.3,.500,.521,0.2,0.3,.500,0.8,2.8,3.7,3.2,0.5,0.2,0.5,3.0,8.5
234,Isaiah Joe\joeis01,SG,21,PHI,20,1,12.0,1.5,4.0,.367,1.2,3.0,.383,0.3,1.0,.316,.513,0.3,0.3,1.000,0.3,0.9,1.2,0.8,0.4,0.2,0.3,1.1,4.3
235,Cameron Johnson\johnsca02,PF,24,PHO,34,9,24.2,3.7,8.4,.437,2.1,5.7,.378,1.5,2.7,.559,.565,0.9,1.1,.865,0.6,2.8,3.4,1.4,0.6,0.3,0.8,1.4,10.4
236,James Johnson\johnsja01,PF,33,DAL,29,1,17.4,2.3,5.0,.462,0.5,2.1,.250,1.8,2.9,.612,.514,0.6,1.0,.586,0.5,2.5,3.0,1.7,0.8,0.8,0.9,2.0,5.7
237,Keldon Johnson\johnske04,SF,21,SAS,31,29,28.7,5.2,10.9,.475,1.0,2.9,.330,4.2,7.9,.528,.519,2.6,3.4,.781,1.5,5.0,6.5,2.0,0.7,0.5,1.4,2.3,13.9
238,Stanley Johnson\johnsst04,PF,24,TOR,34,4,14.2,1.1,2.7,.396,0.7,1.7,.407,0.4,0.9,.375,.527,0.3,0.4,.786,0.5,1.7,2.2,1.3,0.7,0.3,0.7,1.6,3.1
239,Tyler Johnson\johnsty01,SG,28,BRK,20,1,14.2,1.6,4.0,.392,1.2,2.9,.421,0.4,1.1,.318,.544,0.4,0.4,1.000,0.2,1.5,1.7,1.0,0.3,0.0,0.3,0.8,4.7
240,Nikola Jokić\jokicni01,C,25,DEN,38,38,35.9,10.6,18.7,.566,1.5,3.7,.411,9.1,15.0,.605,.607,4.4,5.1,.876,2.8,8.3,11.1,8.6,1.6,0.6,3.1,2.8,27.1
241,Damian Jones\jonesda03,C,25,TOT,18,2,7.8,0.8,1.3,.625,0.0,0.1,.000,0.8,1.3,.652,.625,0.6,0.9,.647,0.5,0.8,1.3,0.2,0.1,0.5,0.4,1.6,2.3
242,Derrick Jones Jr.\jonesde02,SF,23,POR,33,32,26.8,3.0,5.9,.510,0.8,2.5,.337,2.2,3.4,.640,.582,1.3,2.0,.657,1.8,2.8,4.6,0.9,0.8,1.1,0.7,2.5,8.2
243,Mason Jones\jonesma05,SG,22,HOU,23,1,11.1,1.7,4.0,.418,0.8,2.3,.346,0.9,1.7,.513,.516,1.3,1.9,.659,0.2,1.8,2.0,1.3,0.3,0.0,1.2,1.0,5.3
244,Tre Jones\jonestr01,PG,21,SAS,14,0,3.4,0.7,1.3,.556,0.1,0.1,1.000,0.6,1.2,.529,.583,0.4,0.4,1.000,0.3,0.0,0.3,0.2,0.0,0.0,0.3,0.3,1.9
245,Tyus Jones\jonesty01,PG,24,MEM,34,8,21.2,3.4,7.6,.440,0.8,2.6,.295,2.6,5.0,.515,.490,0.5,0.6,.850,0.4,2.0,2.4,4.4,1.2,0.1,0.9,0.4,8.0
246,DeAndre Jordan\jordade01,C,32,BRK,37,28,23.1,3.4,4.4,.765,0.0,0.0,.000,3.4,4.4,.770,.765,0.8,1.6,.500,1.8,5.7,7.5,1.8,0.3,1.4,1.6,2.2,7.5
247,Cory Joseph\josepco01,PG,29,SAC,38,2,21.1,2.6,5.7,.445,0.7,2.2,.318,1.8,3.5,.526,.507,0.8,1.0,.769,0.6,1.7,2.3,2.4,0.8,0.2,1.0,2.3,6.6
248,Mfiondu Kabengele\kabenmf01,PF,23,LAC,21,0,4.1,0.4,1.3,.286,0.1,0.7,.200,0.2,0.6,.385,.339,0.2,0.3,.833,0.0,0.6,0.6,0.2,0.1,0.1,0.3,0.8,1.1
249,Frank Kaminsky\kaminfr01,C,27,PHO,29,13,15.6,2.7,5.8,.464,0.9,2.2,.413,1.8,3.6,.495,.542,0.7,1.1,.613,0.8,3.1,3.9,1.7,0.3,0.4,0.5,1.4,6.9
250,Enes Kanter\kanteen01,C,28,POR,37,25,26.5,5.2,8.6,.600,0.0,0.0,,5.2,8.6,.600,.600,1.9,2.5,.758,4.2,7.6,11.8,1.2,0.5,0.7,1.1,2.7,12.2
251,Luke Kennard\kennalu01,SG,24,LAC,35,7,19.9,2.8,6.0,.464,1.5,3.3,.444,1.3,2.7,.489,.588,0.4,0.4,.867,0.2,2.4,2.6,1.7,0.4,0.2,0.8,1.6,7.5
252,Maxi Kleber\klebima01,PF,29,DAL,25,19,26.5,2.4,5.2,.454,1.8,3.9,.469,0.5,1.3,.406,.631,1.0,1.0,.960,1.0,4.4,5.4,1.4,0.5,0.8,0.6,2.3,7.5
253,Nathan Knight\knighna01,PF,23,ATL,11,0,5.4,0.8,2.2,.375,0.3,0.8,.333,0.5,1.4,.400,.438,0.8,0.9,.900,0.8,0.7,1.5,0.1,0.2,0.3,0.5,0.6,2.7
254,Kevin Knox\knoxke01,SF,21,NYK,28,0,14.4,1.8,4.4,.398,1.1,2.7,.400,0.7,1.7,.396,.520,0.4,0.5,.786,0.3,1.5,1.8,0.6,0.3,0.2,0.6,1.2,5.0
255,John Konchar\konchjo01,SG,24,MEM,19,0,16.2,1.5,3.5,.424,0.4,1.2,.304,1.1,2.3,.488,.477,0.8,0.9,.889,0.9,2.6,3.6,1.2,0.9,0.3,0.4,1.4,4.2
256,Furkan Korkmaz\korkmfu01,SG,23,PHI,27,3,19.1,3.0,7.6,.395,1.6,4.6,.355,1.4,3.0,.457,.502,1.1,1.3,.806,0.3,2.1,2.4,1.0,0.7,0.1,1.0,1.2,8.7
257,Luke Kornet\kornelu01,PF,25,CHI,11,0,8.2,0.8,2.5,.333,0.5,2.1,.261,0.3,0.4,.750,.444,0.2,0.4,.500,0.1,1.3,1.4,0.4,0.2,0.6,0.1,0.1,2.4
258,Rodions Kurucs\kurucro01,SF-PF,22,TOT,16,0,5.7,0.4,1.5,.250,0.2,1.1,.176,0.2,0.4,.429,.313,0.1,0.1,.500,0.1,0.8,0.9,0.4,0.4,0.3,0.6,0.5,1.0
259,Kyle Kuzma\kuzmaky01,SF,25,LAL,37,11,26.0,4.6,10.4,.444,1.8,5.0,.370,2.8,5.4,.513,.533,0.8,1.2,.659,2.1,4.7,6.8,1.1,0.4,0.6,1.5,1.7,11.8
260,Anthony Lamb\lamban01,F,23,HOU,2,0,18.0,1.0,5.5,.182,1.0,4.0,.250,0.0,1.5,.000,.273,0.0,0.0,,3.0,1.5,4.5,0.5,0.0,0.0,0.5,3.0,3.0
261,Jeremy Lamb\lambje01,SG,28,IND,22,8,22.8,3.5,7.6,.464,1.5,3.5,.436,2.0,4.1,.489,.565,2.3,2.4,.943,0.7,3.0,3.6,1.5,0.8,0.5,0.7,2.0,10.9
262,Zach LaVine\lavinza01,SG,25,CHI,36,36,35.5,10.2,19.4,.525,3.5,8.0,.439,6.7,11.4,.585,.616,4.6,5.3,.863,0.7,4.5,5.2,5.2,1.0,0.4,3.9,2.6,28.5
263,Jake Layman\laymaja01,SF,26,MIN,26,6,16.3,2.5,4.9,.504,0.7,2.2,.321,1.8,2.7,.648,.575,0.9,1.2,.767,0.4,1.3,1.7,0.7,0.8,0.5,0.7,1.2,6.5
264,Jalen Lecque\lecquja01,PG,20,IND,3,0,3.0,0.3,1.3,.250,0.0,0.3,.000,0.3,1.0,.333,.250,1.0,1.0,1.000,0.3,1.0,1.3,0.7,0.0,0.0,0.0,0.0,1.7
265,Damion Lee\leeda03,SG,28,GSW,38,1,19.0,2.1,4.8,.442,1.4,3.7,.374,0.7,1.1,.667,.586,0.7,0.8,.903,0.4,2.9,3.3,1.4,0.7,0.1,0.4,1.5,6.3
266,Saben Lee\leesa01,PG,21,DET,17,0,15.2,2.2,4.3,.521,0.2,0.4,.667,2.0,3.9,.507,.548,1.5,2.3,.667,0.4,1.3,1.7,2.4,0.7,0.3,0.9,1.6,6.2
267,Alex Len\lenal01,C,27,TOT,29,7,13.6,2.1,3.3,.642,0.2,0.7,.300,1.9,2.6,.733,.674,1.0,1.7,.592,0.7,2.4,3.1,0.9,0.3,1.2,0.9,1.7,5.4
268,Kawhi Leonard\leonaka01,SF,29,LAC,31,31,34.5,9.6,18.7,.513,2.1,5.2,.401,7.5,13.5,.556,.569,5.4,6.2,.875,0.9,5.5,6.4,4.8,1.5,0.5,2.0,1.6,26.7
269,Meyers Leonard\leoname01,C,28,MIA,3,2,9.7,1.0,2.3,.429,1.0,2.3,.429,0.0,0.0,,.643,0.3,0.7,.500,0.0,2.3,2.3,0.7,0.0,0.0,0.7,1.7,3.3
270,Caris LeVert\leverca01,SG,26,TOT,13,5,27.8,7.1,16.5,.430,1.7,5.2,.328,5.4,11.3,.476,.481,2.2,2.9,.763,0.9,3.6,4.5,5.7,1.0,0.5,2.3,1.6,18.1
271,Kira Lewis Jr.\lewiski01,PG,19,NOP,23,0,13.8,2.1,5.7,.377,0.7,1.9,.341,1.5,3.7,.395,.435,0.6,0.9,.650,0.2,0.8,1.0,1.8,0.7,0.1,0.5,1.3,5.5
272,Damian Lillard\lillada01,PG,30,POR,36,36,36.0,9.2,20.8,.443,4.3,11.2,.383,4.9,9.7,.511,.545,7.0,7.5,.933,0.4,3.9,4.4,8.0,1.0,0.3,3.3,1.5,29.7
273,Nassir Little\littlna01,PF,20,POR,22,2,12.8,1.8,3.7,.481,0.8,1.9,.429,1.0,1.8,.538,.593,1.0,1.2,.846,0.9,1.5,2.4,0.4,0.1,0.3,0.5,1.1,5.4
274,Kevon Looney\looneke01,C,24,GSW,28,11,14.8,1.6,2.7,.587,0.1,0.2,.333,1.5,2.5,.609,.600,0.6,0.8,.783,1.8,2.5,4.2,1.6,0.4,0.3,0.6,1.9,3.9
275,Brook Lopez\lopezbr01,C,32,MIL,38,38,27.0,4.0,8.5,.467,1.6,4.5,.345,2.4,4.0,.605,.559,1.3,1.7,.810,1.4,3.7,5.0,0.7,0.5,1.4,0.9,2.1,10.8
276,Robin Lopez\lopezro01,C,32,WAS,37,9,20.4,3.2,5.5,.584,0.1,0.4,.286,3.1,5.1,.606,.594,1.6,2.3,.714,2.2,2.0,4.2,0.9,0.3,0.6,1.1,1.9,8.1
277,Kevin Love\loveke01,PF,32,CLE,3,3,18.7,2.3,7.3,.318,1.3,4.0,.333,1.0,3.3,.300,.409,1.7,2.3,.714,0.7,3.7,4.3,1.7,0.3,0.0,1.0,1.0,7.7
